96;1125.00;10.60;1839.00;big
97;1050.00;11.50;1641.00;big
97;1164.00;10.25;1500.00;big
98;591.00;10.38;1711.00;big
98;726.00;10.70;1694.00;big
99;712.00;9.70;1327.00;big
99;821.00;10.00;1265.00;big
100;785.00;9.70;1515.00;big
100;933.00;10.28;1474.00;big
101;919.00;10.03;1824.00;big
101;903.00;10.20;1680.00;big
102;864.00;9.70;2004.00;big
102;715.00;9.70;1967.00;big
103;1151.00;9.70;2097.00;big
103;991.00;9.70;2114.00;big
104;483.00;10.20;1543.00;big
104;435.00;9.70;1653.00;big
105;627.00;10.40;1471.00;big
105;446.00;10.70;1360.00;big
106;455.00;10.03;1217.00;big
106;590.00;10.05;1242.00;big
107;60.00;9.70;1544.00;big
107;62.00;9.88;1441.00;big
108;300.00;10.82;1619.00;big
108;197.00;9.88;1609.00;big
109;84.00;9.70;1894.00;big
109;218.00;9.70;1943.00;big
110;345.00;9.70;1744.00;big
110;283.00;9.70;1848.00;big
111;472.00;9.70;1848.00;big
111;601.00;9.70;1881.00;big
112;178.00;9.70;1733.00;big
112;67.00;9.70;1692.00;big
113;301.00;10.55;1489.00;big
113;281.00;10.00;1369.00;big
114;187.00;9.70;829.00;big
114;59.00;9.70;746.00;big
115;117.00;10.40;975.00;big
115;37.00;9.70;1112.00;big
116;263.00;9.70;1180.00;big
116;117.00;10.00;1262.00;big
117;1450.00;11.25;1145.00;big
117;1338.00;10.60;1241.00;big
118;1230.00;10.60;1282.00;big
118;1151.00;10.75;1123.00;big
119;1085.00;10.10;1308.00;big
119;973.00;10.60;1191.00;big
120;1582.00;9.70;2192.00;big
120;1653.00;9.70;2099.00;big
121;1592.00;9.70;1931.00;big
121;1516.00;9.70;2052.00;big
122;1321.00;9.70;2117.00;big
122;1391.00;9.70;2213.00;big
123;1279.00;9.70;1909.00;big
123;1411.00;9.70;1945.00;big
124;1540.00;9.70;1743.00;big
124;1720.00;9.70;1809.00;big
125;1217.00;9.70;1698.00;big
125;1371.00;9.70;1683.00;big
126;2692.00;9.70;2423.00;big
126;2876.00;9.70;2498.00;big
127;1883.00;9.70;2191.00;big
127;1827.00;9.70;2065.00;big
128;3161.00;9.70;1515.00;big
128;2986.00;9.70;1538.00;big
129;3005.00;9.70;1806.00;big
129;3161.00;9.70;1804.00;big
130;3613.00;9.70;2074.00;big
130;3756.00;9.70;2016.00;big
131;3429.00;9.70;1979.00;big
131;3238.00;9.70;2038.00;big
132;2924.00;9.70;2219.00;big
132;3110.00;9.70;2222.00;big
133;2091.00;9.70;2124.00;big
133;2202.00;9.70;2281.00;big
134;1946.00;9.70;1817.00;big
134;1994.00;9.70;1967.00;big
135;2812.00;9.70;1780.00;big
135;2848.00;9.70;1617.00;big
136;2643.00;9.80;1595.00;big
136;2749.00;9.70;1479.00;big
137;3230.00;12.43;1242.00;big
137;3395.00;11.40;1103.00;big
138;2395.00;11.90;1287.00;big
138;2617.00;11.10;1349.00;big
139;3435.00;10.25;437.00;big
139;3294.00;9.88;396.00;big
140;3942.00;11.73;570.00;big
140;3792.00;12.85;715.00;big
141;2657.00;9.70;512.00;big
141;2668.00;9.70;740.00;big
142;2470.00;10.00;1542.00;big
142;2319.00;9.70;1563.00;big
143;2260.00;9.70;1719.00;big
143;2139.00;9.70;1760.00;big
144;2134.00;9.70;2417.00;big
144;1983.00;9.70;2327.00;big
145;2599.00;9.70;2194.00;big
145;2743.00;9.70;2238.00;big
146;2790.00;9.70;2022.00;big
146;2646.00;9.70;1981.00;big
147;2639.00;9.70;1802.00;big
147;2458.00;9.70;1786.00;big
148;2874.00;9.70;1924.00;big
148;3020.00;9.70;2007.00;big
149;2281.00;9.70;1891.00;big
149;2450.00;9.70;1961.00;big
150;2429.00;9.70;2320.00;big
150;2502.00;9.70;2433.00;big
151;2421.00;9.70;2164.00;big
151;2284.00;9.70;2055.00;big
152;3585.00;9.70;2297.00;big
152;3337.00;9.70;2319.00;big
153;3770.00;9.70;2461.00;big
153;3759.00;9.80;2724.00;big
154;3105.00;9.70;2384.00;big
154;3135.00;9.70;2539.00;big
155;3219.00;9.70;2687.00;big
155;3356.00;9.70;2799.00;big
156;3489.00;9.70;2694.00;big
156;3411.00;9.70;2550.00;big
157;3799.00;9.70;2967.00;big
157;3995.00;9.70;2979.00;big
158;3411.00;9.70;2990.00;big
158;3561.00;9.70;2925.00;big
159;2888.00;9.70;2683.00;big
159;3044.00;9.70;2743.00;big
160;3126.00;9.70;2873.00;big
160;3202.00;9.70;2984.00;big
161;4021.00;9.70;2631.00;big
161;3982.00;9.70;2356.00;big
162;3396.00;9.70;1486.00;big
162;3433.00;9.90;1348.00;big
163;3892.00;9.80;1352.00;big
163;3844.00;9.80;1604.00;big
164;3575.00;10.07;1287.00;big
164;3617.00;10.25;1502.00;big
165;3298.00;9.70;1715.00;big
165;3392.00;9.70;1623.00;big
166;3731.00;9.70;1805.00;big
166;3553.00;9.70;1739.00;big
167;3963.00;9.70;1767.00;big
167;3938.00;9.70;2079.00;big
168;4090.00;9.50;706.00;big
168;4080.00;9.50;2294.00;big
